stripper - Spec Value (Duty),stripper - Stage Pressure (Condenser),stripper - Stage Pressure (Reboiler),DEA6 - Temperature,DEA6 - CO2 Composition(mole %),DEA6 - H2S Composition(ppm),DEA6 - Acid Gas Temperature,DEA7 - Temperature,DEA7 - CO2 Composition(mole %),DEA7 - H2S Composition(ppm)
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02099,103.4
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02096,103.3
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.2
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02093,103.1
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02089,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02089,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
11300000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.0209,103.0
