stripper - Spec Value (Duty),stripper - Stage Pressure (Condenser),stripper - Stage Pressure (Reboiler),DEA6 - Temperature,DEA6 - CO2 Composition(mole %),DEA6 - H2S Composition(ppm),DEA6 - Acid Gas Temperature,DEA7 - Temperature,DEA7 - CO2 Composition(mole %),DEA7 - H2S Composition(ppm)
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02145,105.1
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02141,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02142,105.0
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02138,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02138,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02138,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02138,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02138,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02138,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
11000000.0,20.3,23.3,210,0.03972,171.7,210,268.3,0.02139,104.9
